5.0 20.0 20E10 17.9105906057
5.0 20.0 50E10 13.9835746050
5.0 20.0 70E10 12.0230236074
5.0 20.0 100E10 11.9830269896
5.0 20.0 200E10 10.7494359268
5.0 20.0 500E10 11.0154925093
5.0 20.0 700E10 10.7081507338
5.0 50.0 2E10 74.7121625684
5.0 50.0 5E10 72.0980781754
5.0 50.0 7E10 26.7811444398
5.0 50.0 10E10 23.1497439620
5.0 50.0 20E10 18.3387466720
5.0 50.0 50E10 14.7423900004
5.0 50.0 70E10 12.8964341153
5.0 50.0 100E10 11.8178507667
5.0 50.0 200E10 10.2189970065
5.0 50.0 500E10 10.6065525611
5.0 50.0 700E10 10.9848671380
5.0 70.0 1E10 100.0815691994
5.0 70.0 5E10 43.8993228889
5.0 70.0 7E10 42.0837988472
5.0 70.0 10E10 34.3063509275
5.0 70.0 20E10 18.2712452497
5.0 70.0 50E10 13.6864062718
5.0 70.0 70E10 12.5709247170
5.0 70.0 100E10 11.0657754567
5.0 70.0 200E10 11.0398004852
5.0 70.0 500E10 10.4355482458
5.0 70.0 700E10 11.4890920570
7.0 10.0 1E10 21.4645375888
7.0 10.0 2E10 23.2539426275
7.0 10.0 5E10 29.3817692417
7.0 10.0 7E10 23.1047786652
7.0 10.0 10E10 28.2382946098
7.0 10.0 20E10 26.5723276365
7.0 10.0 50E10 25.0301814095
7.0 10.0 70E10 20.4702179970
7.0 10.0 100E10 22.9515707288
7.0 10.0 200E10 17.8226633171
7.0 10.0 500E10 23.1489720550
7.0 10.0 700E10 18.6032896898
7.0 20.0 1E10 115.8821608085
7.0 20.0 2E10 40.2377459053
7.0 20.0 5E10 53.5195968788
7.0 20.0 7E10 46.0475836891
7.0 20.0 10E10 41.8524149317
7.0 20.0 20E10 24.7976357734
7.0 20.0 50E10 21.9633296069
7.0 20.0 70E10 21.5793043309
7.0 20.0 100E10 18.1862733911
7.0 20.0 200E10 23.5323169260
7.0 20.0 500E10 21.9696459611
7.0 20.0 700E10 24.2942859992
7.0 50.0 1E10 116.1711034628
7.0 50.0 2E10 100.9226239461
7.0 50.0 5E10 120.7623118710
7.0 50.0 7E10 34.3879253567
7.0 50.0 10E10 30.6129662992
7.0 50.0 20E10 26.0275066242
7.0 50.0 50E10 19.7919189913
7.0 50.0 70E10 22.4079677618
7.0 50.0 100E10 21.3246225360
7.0 50.0 200E10 23.4864935943
7.0 50.0 500E10 21.3233556784
7.0 50.0 700E10 19.3970959595
7.0 70.0 1E10 9596.0322521640
7.0 70.0 2E10 35.8270911848
7.0 70.0 5E10 118.9043111748
7.0 70.0 7E10 47.7387210696
7.0 70.0 10E10 24.2668051582
7.0 70.0 20E10 38.1439043666
7.0 70.0 50E10 24.4703538110
7.0 70.0 70E10 25.6556901161
7.0 70.0 100E10 19.0521686381
7.0 70.0 200E10 18.8470140636
7.0 70.0 500E10 17.6585429251
7.0 70.0 700E10 20.1254602396
10.0 20.0 1E10 422904.4960278481
10.0 20.0 5E10 2136.5832577034
10.0 20.0 7E10 38.4084778204
10.0 20.0 10E10 206.8115954616
10.0 20.0 20E10 34.7882373972
10.0 20.0 50E10 200.4546398329
10.0 20.0 70E10 35.6127031955
10.0 20.0 100E10 46.2502624655
10.0 20.0 200E10 54.9160549066
10.0 20.0 500E10 2675.8035545404
10.0 20.0 700E10 46.4976679910
10.0 50.0 1E10 96281527.1525410712
10.0 50.0 7E10 69.3297302143
10.0 50.0 10E10 530.0134262015
10.0 50.0 20E10 216.6228166142
10.0 50.0 50E10 63.6852735075
10.0 50.0 70E10 100.2703573257
10.0 50.0 100E10 5970.8858022853
10.0 50.0 200E10 31.0680881787
10.0 50.0 500E10 90.8127595534
10.0 50.0 700E10 85.2410618810
10.0 70.0 1E10 709.0316869184
10.0 70.0 5E10 245.7163117335
10.0 70.0 7E10 58292.1822432571
10.0 70.0 10E10 29.1825414889
10.0 70.0 20E10 66.4365474243
10.0 70.0 50E10 128.9122289956
10.0 70.0 70E10 35.7770655904
10.0 70.0 100E10 66.1952798466
10.0 70.0 200E10 282.8855002471
10.0 70.0 500E10 576972.9990562954
10.0 70.0 700E10 67.7599850973
20.0 50.0 1E10 119734877702.8540191650
20.0 50.0 2E10 2374961.1956184311
20.0 50.0 5E10 355012.6850483704
20.0 50.0 10E10 81.7955264291
20.0 50.0 100E10 88.5404133517
20.0 50.0 200E10 806.1569921025
20.0 50.0 700E10 42439.9230493332
20.0 70.0 1E10 33.8606316652
20.0 70.0 2E10 262180.6848691337
20.0 70.0 7E10 46.4433278559
20.0 70.0 10E10 1578.5027720821
20.0 70.0 20E10 82.3476599831
20.0 70.0 50E10 61.5702136154
20.0 70.0 70E10 64.5718876860
20.0 70.0 500E10 120.1340653341
20.0 70.0 700E10 1286.4468456801
50.0 70.0 1E10 21.7298697731
50.0 70.0 2E10 11.7949153158
50.0 70.0 5E10 3966423066407549.0000000000
50.0 70.0 7E10 98370515657.1561126709
50.0 70.0 70E10 72291777057584016.0000000000
50.0 70.0 200E10 11.8368789698
50.0 70.0 500E10 25.4441551964
50.0 70.0 700E10 591247013997931.2500000000
